title,link,alert,content,tags,date
Zaatakował i dusił kierowcę autobusu komunikacji miejskiej. Właśnie zapadł wyrok,https://wykop.pl/link/7812563/zaatakowal-i-dusil-kierowce-autobusu-komunikacji-miejskiej-wlasnie-zapadl-wyrok,,"Sąd wymierzył mu karę grzywny w wysokości 4 tys. zł oraz zobowiązał do zapłaty zadośćuczynienia dla kierowcy w kwocie 1,5 tys. zł.
MakeLifeGreatAgain
MakeLifeGreatAgain
z
lublin112.pl
dodany: 46 min temu
# lublin
# psiarze
# patologiazmiasta
# komunikacjamiejska","['lublin', 'psiarze', 'patologiazmiasta', 'komunikacjamiejska']",2025-10-15 19:12:02
Drugie życie samolotów: stadion w Strasburgu z fasadą z kadłubów Airbusów,https://wykop.pl/link/7812127/drugie-zycie-samolotow-stadion-w-strasburgu-z-fasada-z-kadlubow-airbusow,,"Fasada nowej trybuny stadionu Stade de la Meinau powstała z kadłubów wycofanych samolotów Airbus A340. To pierwszy na świecie przykład wykorzystania elementów lotniczych w architekturze stadionowej.
Grandek
Grandek
z
propertyobserver.pl
dodany: 9 godz. i 52 min temu
# swiat
# zainteresowania
# technologia
# ciekawostki
# rozrywka
# nauka","['swiat', 'zainteresowania', 'technologia', 'ciekawostki', 'rozrywka', 'nauka']",2025-10-15 10:06:34
Steven Hawking podejmujący sie różnych wyzwań,https://wykop.pl/link/7811975/steven-hawking-podejmujacy-sie-roznych-wyzwan,,"Jak w temacie.
Bunch
Bunch
z
instagram.com
dodany: 17 godz. i 58 min temu
# heheszki",['heheszki'],2025-10-15 02:00:02
Brak tytułu,https://wykop.pl/link/7811995/ukraincy-w-polsce-podali-nowe-dane-98-4-proc-beneficjentow-ochrony-w-ue,,,[],
"Rząd kupi Carrefoura? ""Polskie produkty w polskich sklepach""",https://wykop.pl/link/7812297/rzad-kupi-carrefoura-polskie-produkty-w-polskich-sklepach,,"Carrefour jest na sprzedaż: sieć handlowa zaangażowała bank inwestycyjny JP Morgan do zbadania możliwości sprzedaży całego swojego biznesu w Polsce. Poseł PSL Marek Sawicki zaproponował wykupienie sieci przez państwo i stworzenie ""narodowego czempiona spożywczego"".
Z_ostatniej_chwili
Z_ostatniej_chwili
z
polskieradio24.pl
dodany: 6 godz. i 42 min temu
# polska
# wydarzenia
# zakupy
# carrefour
# handel","['polska', 'wydarzenia', 'zakupy', 'carrefour', 'handel']",2025-10-15 13:16:30
Drugi kanał Republiki zniknął z YouTube. Stacja może zmienić formułę,https://wykop.pl/link/7812473/drugi-kanal-republiki-zniknal-z-youtube-stacja-moze-zmienic-formule,,"Kanał Republika Plus nie rozpoczął emisji satelitarnej, a jego przekaz na żywo zniknął z YouTube
Wirtualnemedia_pl
Wirtualnemedia_pl
z
wirtualnemedia.pl
dodany: 2 godz. i 39 min temu
# republika
# tvrepublika
# youtube
# polskiyoutube","['republika', 'tvrepublika', 'youtube', 'polskiyoutube']",2025-10-15 17:19:07
"O co chodzi? Rumia - Rumi, ale Rugia - Rugii",https://wykop.pl/link/7812205/o-co-chodzi-rumia-rumi-ale-rugia-rugii,,"Zaloguj się do Facebooka, aby zacząć udostępniać różne rzeczy oraz łączyć się ze znajomymi, rodziną i ludźmi, których zn
Maciej2003
Maciej2003
z
facebook.com
dodany: 8 godz. i 23 min temu
# ciekawostkiortograficzne",['ciekawostkiortograficzne'],2025-10-15 11:35:37
Mix wpadek,https://wykop.pl/link/7812237/mix-wpadek,,"Wpadki to nie odłączny nasz los przez cały żcyie
Flapjadzek
Flapjadzek
z
youtube.com
dodany: 7 godz. i 51 min temu
# wpadki
# los
# zycie","['wpadki', 'los', 'zycie']",2025-10-15 12:08:01
Pierwszy przypadek wyleczenia pląsawicy Huntingtona? To jeszcze za wcześnie,https://wykop.pl/link/7812157/pierwszy-przypadek-wyleczenia-plasawicy-huntingtona-to-jeszcze-za-wczesnie,,"Źródłem nieporozumienia było przetłumaczenie angielskiego zwrotu successfully treated z nagłówka artykułu BBC jako wyleczona zamiast np. skutecznie leczona. Mimo iż sformułowanie użyte w artykule na pierwszy rzut oka może sugerować pełne wyleczenie choroby.
Pravda_org
Pravda_org
z
pravda.org.pl
dodany: 9 godz. i 10 min temu
# zdrowie
# medycyna
# nauka
# factcheck
# dezinformacja
# manipulacja","['zdrowie', 'medycyna', 'nauka', 'factcheck', 'dezinformacja', 'manipulacja']",2025-10-15 10:48:23
Ludobójstwo Ormian,https://wykop.pl/link/7812217/ludobojstwo-ormian,,"wczoraj natknąłem się na ciekawy film Przyrzeczenie-2016 (https://www.filmweb.pl/film/Przyrzeczenie-2016-747142), film o ludobójstwie Ormian. Niczym holokaust. Polecam obejrzeć i poczytać. Szok, dlaczego tylko o Rzymianach się mówi ?
luki_tl
luki_tl
z
google.com
dodany: 8 godz. i 14 min temu
# ludobojstwo
# holokaust
# ormianie","['ludobojstwo', 'holokaust', 'ormianie']",2025-10-15 11:44:58
Zapytali Kaczyńskiego o Mejzę. Unikał odpowiedzi,https://wykop.pl/link/7812133/zapytali-kaczynskiego-o-mejze-unikal-odpowiedzi,,"Dziennikarze pytali Jarosława Kaczyńskiego o piracki rajd jednego z posłów PiS Łukasza Mejzy. Prezes PiS stwierdził, że nie pochwala takiego zachowania, jednak ocenę zostawia sejmowej komisji etyki
WirtualnaPolska
WirtualnaPolska
z
wiadomosci.wp.pl
dodany: 9 godz. i 34 min temu
# mejza
# kaczynski
# rajdy","['mejza', 'kaczynski', 'rajdy']",2025-10-15 10:24:35
Brak tytułu,https://wykop.pl/link/7812107/zbrodnia-w-malopolsce-w-domu-odkryto-ciala-trzech-osob-trwaja-poszukiwania-25,,,[],
Rikord Widjo #433,https://wykop.pl/link/7812509/rikord-widjo-433,,"Niebezpieczne i ryzykowne zachowania na polskich drogach.
TopFacts
TopFacts
z
youtube.com
dodany: 1 godz. i 44 min temu
# polscykierowcy
# polskiedrogi
# motoryzacja
# samochody
# wykop
# stopcham","['polscykierowcy', 'polskiedrogi', 'motoryzacja', 'samochody', 'wykop', 'stopcham']",2025-10-15 18:14:49
Skurczybyki lepiej mówią po polsku po 3 latach nauki niż ja po 30,https://wykop.pl/link/7812457/skurczybyki-lepiej-mowia-po-polsku-po-3-latach-nauki-niz-ja-po-30,,"ciekawe czy jest korelacja między zdolnością do nauki języków a talentem muzycznym.
Gizmo_Clan
Gizmo_Clan
z
youtube.com
dodany: 3 godz. i 5 min temu
# azjatki
# konkurschopinowski
# ciekawostki
# gruparatowaniapoziomu
# qualitycontent
# koreanka","['azjatki', 'konkurschopinowski', 'ciekawostki', 'gruparatowaniapoziomu', 'qualitycontent', 'koreanka']",2025-10-15 16:53:41
Autostrada z Abu Dhabi do Dubaju po zmroku,https://wykop.pl/link/7811881/autostrada-z-abu-dhabi-do-dubaju-po-zmroku,,"Zobaczcie jak wygląda przejazd fragmentami autostrady E11 z Abu Dhabi do Dubaju + wjazd i przejazd dzielnicą Dubai Marina. Główna arteria (E11): Droga E11 (Sheikh Zayed Road) jest najważniejszą i najdłuższą autostradą w kraju (ok. 558 km). Łączy ona wszystkie główne emiraty wzdłuż wybrzeża.
Samochodemnawakacje_pl
Samochodemnawakacje_pl
z
youtube.com
dodany: 22 godz. i 40 min temu
# dubaj
# podroze
# zea
# turystyka
# podrozujzwykopem
# motoryzacja","['dubaj', 'podroze', 'zea', 'turystyka', 'podrozujzwykopem', 'motoryzacja']",2025-10-14 21:19:10
Usterka samolotu Sił Powietrznych USA. Pete Hegseth na pokładzie.,https://wykop.pl/link/7812565/usterka-samolotu-sil-powietrznych-usa-pete-hegseth-na-pokladzie,,"samolot Boeing C-32A ""98-0002"" Sił Powietrznych Stanów Zjednoczonych USAF, z Sekretarzem Wojny USA Petem Hegsethem na pokładzie, wracającym do USA ze szczytu Ministrów Obrony państw NATO, złapał usterkę wlatując nad Ocean Atlantycki na wysokości Irlandii.
AceCombat__dziewiec0
AceCombat__dziewiec0
z
x.com
dodany: 45 min temu
# usa
# swiat
# lotnictwo
# samoloty
# informacje","['usa', 'swiat', 'lotnictwo', 'samoloty', 'informacje']",2025-10-15 19:13:29
W miejsce RAFAKO ma powstać fabryka pojazdów wojskowych,https://wykop.pl/link/7812249/w-miejsce-rafako-ma-powstac-fabryka-pojazdow-wojskowych,,"ARP, PGZ, RFK i Jelcz Sp. z o.o. podpisali list intencyjny, który mówi o rozpoznaniu możliwości przejęcia części aktywów po Rafako i stworzeniu na ich bazie ośrodka przemysłowego specjalizującego się w produkcji pojazdów wojskowych.
portal_przemyslowy
portal_przemyslowy
z
polskiprzemysl.com.pl
dodany: 7 godz. i 43 min temu
# polska
# inwestycje
# gospodarka
# ciekawostki
# wojsko
# raciborz","['polska', 'inwestycje', 'gospodarka', 'ciekawostki', 'wojsko', 'raciborz']",2025-10-15 12:15:49
Jak żyje się Polakom? Mocne ostrzeżenie dla rządzących,https://wykop.pl/link/7812115/jak-zyje-sie-polakom-mocne-ostrzezenie-dla-rzadzacych,,"W najnowszym sondażu United Surveys dla Wirtualnej Polski zapytaliśmy Polaków, jak oceniają poziom życia dwa lata po wyborach parlamentarnych. Wyniki sondażu powinny być poważnym ostrzeżeniem dla rządzących. Niemal połowa ankietowanych uważa, że żyje im się gorzej
WirtualnaPolska
WirtualnaPolska
z
wiadomosci.wp.pl
dodany: 10 godz. i 6 min temu
# sondaz
# rzad
# tusk
# wyboryparlamentarne","['sondaz', 'rzad', 'tusk', 'wyboryparlamentarne']",2025-10-15 09:53:31
Test: Honda ZR-V,https://wykop.pl/link/7812179/test-honda-zr-v,,"#Honda ZR-V to hybrydowy SUV, który z zewnątrz wydaje się rozsądnym wyborem, ale im dłużej się z nim obcuje, tym bardziej widać, że pod tą stonowaną karoserią kryje się coś więcej.
stopaotestuje
stopaotestuje
z
motopodprad.pl
dodany: 8 godz. i 49 min temu
# honda
# zrv
# samochody
# motoryzacja
# motopodprad
# suv","['honda', 'zrv', 'samochody', 'motoryzacja', 'motopodprad', 'suv']",2025-10-15 11:10:01
Wadowice pochowają 81 dzieci utraconych. Jedyny taki pogrzeb w roku,https://wykop.pl/link/7812235/wadowice-pochowaja-81-dzieci-utraconych-jedyny-taki-pogrzeb-w-roku,,"W środę, 15 października, na wadowickim cmentarzu komunalnym odbędzie się wyjątkowo poruszająca ceremonia. Spocznie tam 81 dzieci, które nigdy nie przyszły na świat. To doroczny, wspólny pogrzeb dzieci utraconych, organizowany przez gminę Wadowice.
wadowice24
wadowice24
z
wadowice24.pl
dodany: 7 godz. i 52 min temu
# wadowice
# dzieciutracone
# swieto","['wadowice', 'dzieciutracone', 'swieto']",2025-10-15 12:07:36
"Niemiecki portal zachwala Polskę. ""Rząd w Berlinie może pomarzyć""",https://wykop.pl/link/7812451/niemiecki-portal-zachwala-polske-rzad-w-berlinie-moze-pomarzyc,,"Niemcy po raz kolejny przyjrzeli się gospodarce nad Wisłą. ""Bogactwo i luksus mają nowy adres: Polskę""
dzieju41
dzieju41
z
biznes.interia.pl
dodany: 3 godz. i 14 min temu
# polska
# niemcy
# ekonomia
# gospodarka
# pieniadze
# turystyka","['polska', 'niemcy', 'ekonomia', 'gospodarka', 'pieniadze', 'turystyka']",2025-10-15 16:44:40
"Powell wyciąga rynki w górę, ale nic nie wskazuje na powrót normalności",https://wykop.pl/link/7812035/powell-wyciaga-rynki-w-gore-ale-nic-nie-wskazuje-na-powrot-normalnosci,,"Czternaście dni trwa już paraliż rządu w USA i na ten moment nic nie wskazuje na powrót normalności. To zaś oznacza brak publikacji większości kluczowych danych.
ForexClubPL
ForexClubPL
z
forexclub.pl
dodany: 11 godz. i 40 min temu
# gielda
# inwestycje
# usa
# ekonomia
# gospodarka
# finanse","['gielda', 'inwestycje', 'usa', 'ekonomia', 'gospodarka', 'finanse']",2025-10-15 08:19:28
Brak tytułu,https://wykop.pl/link/7812209/rosjanka-odspiewala-hymn-kraju-na-ms-wystepowala-pod-neutralna-flaga-wideo,,,[],
Se**ks przy studniówkowym stole? Najwyraźniej to możliwe,https://wykop.pl/link/7812075/se-ks-przy-studniowkowym-stole-najwyrazniej-to-mozliwe,,"Sieć obiegło krótkie nagranie, na którym para młodych ludzi przy restauracyjnym stole uprawia albo bardzo sugestywnie imituje stosunek seksualny. Co istotne kompletnie nie zważa przy tym na dziesiątki świadków z telefonami w dłoniach. Najpierw krążyła plotka, że to wesele, ale podobno to studniówka.
CKM_POLSKA
CKM_POLSKA
z
ckm.pl
dodany: 10 godz. i 53 min temu
# studniowka
# matura
# zwiazki","['studniowka', 'matura', 'zwiazki']",2025-10-15 09:06:03
Brak tytułu,https://wykop.pl/link/7812335/zwrot-w-sprawie-zabojstwa-jfk-rosja-przekazuje-usa-nieznane-dokumenty,,,[],
Apel wspinaczy w sprawie etyki oraz rzetelności w relacjonowaniu dokonań górskic,https://wykop.pl/link/7812359/apel-wspinaczy-w-sprawie-etyki-oraz-rzetelnosci-w-relacjonowaniu-dokonan-gorskic,,"Wstawiam znalezisko z nadzieją na rzetelną interpretację przez szerokie grono wykopowych ekspertów :-)( proszę nie mylić zdjęcia z miniaturki z osobą opisaną w artykule)
PunkRockMetalBeer
PunkRockMetalBeer
z
share.google
dodany: 5 godz. i 18 min temu
# wspinaczka
# sport
# himalaizm","['wspinaczka', 'sport', 'himalaizm']",2025-10-15 14:41:35
"Supermarkety usuwają datę ""spożyć przed"". Czy to grozi zatruciami?",https://wykop.pl/link/7812493/supermarkety-usuwaja-date-spozyc-przed-czy-to-grozi-zatruciami,,"Wielka rewolucja na sklepowych półkach w Wielkiej Brytanii! Największe sieci Tesco, Asda, Sainsburys i inne usuwają daty najlepiej spożyć przed z wybranych produktów. Ten odważny krok ma pomóc ograniczyć marnowanie żywności i zmienić podejście konsumentów do dat ważności.
Stopa_Szopa
Stopa_Szopa
z
rmf24.pl
dodany: 2 godz. i 12 min temu
# zywnosc
# marnowaniejedzenia
# handel
# produkty
# terminwaznosci","['zywnosc', 'marnowaniejedzenia', 'handel', 'produkty', 'terminwaznosci']",2025-10-15 17:47:53
Brak tytułu,https://wykop.pl/link/7812247/rosyjski-okret-podwodny-na-morzu-baltyckim-szwedzkie-wojsko-jest-przez-nas-sle,,,[],
"Hołownia w Sejmie. ""15 października nie miało prawa się wydarzyć""",https://wykop.pl/link/7812155/holownia-w-sejmie-15-pazdziernika-nie-mialo-prawa-sie-wydarzyc,,"15 października wydarzyło się coś, co nie miało prawa się wydarzyć mówił w Sejmie Szymon Hołownia, przypominając o rocznicy wyborów parlamentarnych z 2023 roku. Marszałek podkreślił, że tamten dzień przyniósł ""wielką polityczną i społeczną zmianę"" oraz podziękował wyborcom za rekordową frekwencję
WirtualnaPolska
WirtualnaPolska
z
wiadomosci.wp.pl
dodany: 9 godz. i 15 min temu
# holownia
# trzeciadroga
# wyboryparlamentarne2023","['holownia', 'trzeciadroga', 'wyboryparlamentarne2023']",2025-10-15 10:44:43
Już wkrótce: Ekskluzywny wywiad z funkcjonariuszem Służby Więziennej!,https://wykop.pl/link/7812435/juz-wkrotce-ekskluzywny-wywiad-z-funkcjonariuszem-sluzby-wieziennej,,"Co dzieje się za murami polskich więzień? Już niedługo na moim kanale szczery i bez cenzury wywiad z funkcjonariuszem Służby Więziennej. Poznasz realia pracy w więzieniu, najtrudniejsze momenty i historie, o których nigdy nie mówi się publicznie. Zasubskrybuj i włącz , żeby nie przegapić premiery!
ania59364
ania59364
z
youtube.com
dodany: 3 godz. i 34 min temu
# zakladkarny
# czarne","['zakladkarny', 'czarne']",2025-10-15 16:25:40
Brak tytułu,https://wykop.pl/link/7811913/15-10-1939-r-niemcy-dokonali-mordu-na-150-polakach-w-lesie-bratianskim,,,[],
Krytyczny brak kadry lekarskiej. Szpital zawiesza działalność Oddziału Kardiolog,https://wykop.pl/link/7812271/krytyczny-brak-kadry-lekarskiej-szpital-zawiesza-dzialalnosc-oddzialu-kardiolog,,"Szpital Miejski w Rudzie Śląskiej ogłosił czasowe zawieszenie działalności Oddziału Kardiologicznego
WagonBuch
WagonBuch
z
rynekzdrowia.pl
dodany: 7 godz. i 14 min temu
# zdrowie
# szpital
# nfz
# lekarz
# kardiologia","['zdrowie', 'szpital', 'nfz', 'lekarz', 'kardiologia']",2025-10-15 12:45:30
Zmiana ustawy o dochodach jednostek samorządu terytorialnego,https://wykop.pl/link/7812135/zmiana-ustawy-o-dochodach-jednostek-samorzadu-terytorialnego,,"Rząd przyjął projekt ustawy o dochodach jednostek samorządu terytorialnego.Chodzi o precyzyjne ustalenie dochodów samorządów w 2026 roku. Projekt ma wprowadzić jedynie rozwiązania, których charakter jest porządkowy i techniczny. Rozwiązania nie ingerują w metodologię ustalania dochodów JST. Nowe prz
FXMAG
FXMAG
z
fxmag.pl
dodany: 9 godz. i 35 min temu
# prawo
# polska
# gospodarka
# ekonomia
# informacje
# wiadomosci","['prawo', 'polska', 'gospodarka', 'ekonomia', 'informacje', 'wiadomosci']",2025-10-15 10:24:50
Układ hamulcowy bolidów F1 też czeka ogromna rewolucja przed sezonem 2026,https://wykop.pl/link/7812387/uklad-hamulcowy-bolidow-f1-tez-czeka-ogromna-rewolucja-przed-sezonem-2026,,"Układ napędowy i aerodynamika to nie jedyne rewolucje na przyszły sezon w F1...
f1dzielpasje
f1dzielpasje
z
f1.dziel-pasje.pl
dodany: 4 godz. i 42 min temu
# f1dzielpasje",['f1dzielpasje'],2025-10-15 15:18:10
JSW i Polimex-Mostostal w tarapatach!,https://wykop.pl/link/7811879/jsw-i-polimex-mostostal-w-tarapatach,,"Wtorek na GPW skończył się spadkami. WIG20 zamknął dzień na minusie, a wśród najmocniej zniżkujących na głównym parkiecie znalazły się JSW i Polimex-Mostostal. Europejskie indeksy również kończyły sesję w mieszanych nastrojach.
FXMAG
FXMAG
z
fxmag.pl
dodany: 22 godz. i 42 min temu
# ekonomia
# gielda
# wykop30plus
# wykop
# pytaniedoeksperta
# prawo","['ekonomia', 'gielda', 'wykop30plus', 'wykop', 'pytaniedoeksperta', 'prawo']",2025-10-14 21:17:55
14-latek z Sopotu stworzył symulator parkowania autem,https://wykop.pl/link/7812001/14-latek-z-sopotu-stworzyl-symulator-parkowania-autem,,"Ma zaledwie 14 lat i właśnie wydał grę, a właściwie wirtualny symulator parkowania autem. Mowa o Gracjanie Bieńkowskim z Sopotu.
Mroczny_Mag_Mroku
Mroczny_Mag_Mroku
z
trojmiasto.pl
dodany: 13 godz. i 31 min temu
# technologia
# trojmiasto
# parko
# symulatory","['technologia', 'trojmiasto', 'parko', 'symulatory']",2025-10-15 06:28:55
Wypadek śmigłowca Bell 222 podczas wydarzenia Cars & Copters,https://wykop.pl/link/7812037/wypadek-smiglowca-bell-222-podczas-wydarzenia-cars-copters,,"Śmigłowiec Bell 222 uległ wypadkowi w wyniku oderwania się tylnego wirnika. Wypadek miał miejsce podczas imprezy Cars & Copters w Huntington Beach w Kalifornii. 5 osób zostało rannych. Prowadzone jest dochodzenie. Video YT z omówieniem wypadku przez pilotów wojskowych. [ENG]
MajsterZeStoczni
MajsterZeStoczni
z
youtube.com
dodany: 11 godz. i 40 min temu
# lotnictwo
# aircraftboners
# smiglowce
# wydarzenia
# wypadek
# usa","['lotnictwo', 'aircraftboners', 'smiglowce', 'wydarzenia', 'wypadek', 'usa']",2025-10-15 08:20:04
Astronomowie odkryli dotychczas najodleglejszy i najpotężniejszy nietypowy krąg,https://wykop.pl/link/7812143/astronomowie-odkryli-dotychczas-najodleglejszy-i-najpotezniejszy-nietypowy-krag,,"Najpotężniejszy odkryty nietypowy krąg radiowy (ORC) rozszerza granice naszej wiedzy o Wszechświecie. Astronomowie zidentyfikowali obiekt tak odległy i tak jasny, jakiego dotąd nie widziano osobliwy pierścień promieniowania radiowego o kosmicznych rozmiarach.
sznaps82
sznaps82
z
urania.edu.pl
dodany: 9 godz. i 27 min temu
# astronomia
# kosmos
# nauka
# kosmosboners
# zainteresowania
# wszechswiat","['astronomia', 'kosmos', 'nauka', 'kosmosboners', 'zainteresowania', 'wszechswiat']",2025-10-15 10:33:06
Nie będzie GPS-u dla listonoszy. Awizo bez dzwonka zostaje,https://wykop.pl/link/7811989/nie-bedzie-gps-u-dla-listonoszy-awizo-bez-dzwonka-zostaje,,"Coraz więcej Polaków rezygnuje z usług Poczty Polskiej na rzecz prywatnych firm kurierskich. Powody to szybkość, wiarygodność i możliwość śledzenia przesyłek w czasie rzeczywistym.
PiotrSkargarkson
PiotrSkargarkson
z
strefabiznesu.pl
dodany: 15 godz. i 12 min temu
# pocztapolska
# polska
# kurier
# gospodarka
# informacje
# wiadomosci","['pocztapolska', 'polska', 'kurier', 'gospodarka', 'informacje', 'wiadomosci']",2025-10-15 04:47:32
Egzekucja komornicza z najniższego wynagrodzenia. Wniosek u prezydenta.,https://wykop.pl/link/7811911/egzekucja-komornicza-z-najnizszego-wynagrodzenia-wniosek-u-prezydenta,,"Jest projekt egzekucji komorniczej z najniższej pensji.
Butthole_surfer
Butthole_surfer
z
biznes-wprost-pl.cdn.ampproject.org
dodany: 21 godz. i 45 min temu
# komornik
# wyplata
# dlugi
# alimenty","['komornik', 'wyplata', 'dlugi', 'alimenty']",2025-10-14 22:14:34
Elektrownia atomowa w Połańcu wszystko jest możliwe,https://wykop.pl/link/7812269/elektrownia-atomowa-w-polancu-wszystko-jest-mozliwe,,"Wiceprezes Wątroba powiedział, że tereny przy konwencjonalnej elektrowni w Połańcu są doskonałymi dla takiej inwestycji.
blobbix
blobbix
z
radiokielce.pl
dodany: 7 godz. i 21 min temu
# elektrownia
# atom
# energetyka
# elektrowniaatomowa","['elektrownia', 'atom', 'energetyka', 'elektrowniaatomowa']",2025-10-15 12:39:11
"Polski horror, rodem z PRL. Czy to może być Polska gra roku?",https://wykop.pl/link/7812597/polski-horror-rodem-z-prl-czy-to-moze-byc-polska-gra-roku,,"Cronos: The New Dawn. Bloober Team znów sięga po lęki zapisane w naszej zbiorowej pamięci. Tym razem zabiera gracza w
CKM_POLSKA
CKM_POLSKA
z
ckm.pl
dodany: 18 min temu
# gry
# polska
# prl","['gry', 'polska', 'prl']",2025-10-15 19:42:25
Niebezpieczna kontrola trzeźwości w Krakowie,https://wykop.pl/link/7812357/niebezpieczna-kontrola-trzezwosci-w-krakowie,,"Niebezpieczna kontrola trzeźwości w Krakowie. Za zakrętem, na dwupasmówce policjant wybiega na jezdnie... Czy tak powinno wyglądać dbanie o bezpieczeństwo? 8.10.2025 DK79 Kraków Pasternik
stopchamteam
stopchamteam
z
youtube.com
dodany: 5 godz. i 21 min temu
# motoryzacja
# prawojazdy
# policja
# stopcham
# polskiedrogi","['motoryzacja', 'prawojazdy', 'policja', 'stopcham', 'polskiedrogi']",2025-10-15 14:38:44
PKP Intercity przygotowują program lojalnościowy,https://wykop.pl/link/7811941/pkp-intercity-przygotowuja-program-lojalnosciowy,,"Pasażerowie, którzy najwięcej podróżują pociągami PKP Intercity, będą nagradzani możliwością kupna kolejnych biletów w niższych cenach. Przewoźnik przygotowuje program lojalnościowy. Planowana data jego uruchomienia to 22 kwietnia przyszłego roku.
murison
murison
z
rynek-kolejowy.pl
dodany: 20 godz. i 37 min temu
# kolej
# pociagi
# podroze
# turystyka
# marketing","['kolej', 'pociagi', 'podroze', 'turystyka', 'marketing']",2025-10-14 23:22:45
"Wagon sam przejechał kilkanaście kilometrów. Tyle, że nie był autonomiczny xD",https://wykop.pl/link/7812553/wagon-sam-przejechal-kilkanascie-kilometrow-tyle-ze-nie-byl-autonomiczny-xd,,"Wagon, stojący na lekkim spadku toru, zaczął się samoczynnie toczyć, nabierając prędkości w kierunku kolejnej stacji [WIDEO]
Tumurochir
Tumurochir
z
obserwatorlogistyczny.pl
dodany: 55 min temu
# wypadek
# kolej
# pociagi
# czechy
# transport
# pociagiboners","['wypadek', 'kolej', 'pociagi', 'czechy', 'transport', 'pociagiboners']",2025-10-15 19:05:28
Podcasty Spotify trafią na Netflixa. Dwie platformy łączą siły,https://wykop.pl/link/7812277/podcasty-spotify-trafia-na-netflixa-dwie-platformy-lacza-sily,,"Spotify nawiązał współpracę z Netflixem, by udostępnić część swoich najpopularniejszych podcastów wideo widzom największej platformy streamingowej na świecie. Jak zapowiedziały firmy, pierwsze tytuły pojawią się w USA w przyszłym roku, a później zostaną udostępnione w kolejnych krajach.
Konrad13
Konrad13
z
pb.pl
dodany: 7 godz. i 5 min temu
# technologia
# ciekawostki
# komputery
# zainteresowania
# spotify
# netflix","['technologia', 'ciekawostki', 'komputery', 'zainteresowania', 'spotify', 'netflix']",2025-10-15 12:55:02
Polki mistrzyniami Europy w szachach!,https://wykop.pl/link/7812011/polki-mistrzyniami-europy-w-szachach,,"Zza_Oceanu
Zza_Oceanu
z
zzaoceanu.com
dodany: 12 godz. i 54 min temu
# polska
# szachy
# sport
# ciekawostki
# mistrzostwaeuropy","['polska', 'szachy', 'sport', 'ciekawostki', 'mistrzostwaeuropy']",2025-10-15 07:05:53
"Roboty humanoidalne - Oto 8 spółek, które mogą na tym zarobić",https://wykop.pl/link/7812051/roboty-humanoidalne-oto-8-spolek-ktore-moga-na-tym-zarobic,,"Roboty humanoidalne Optimus już hasają w fabrykach Tesli. A to dopiero początek rewolucji, która czeka Ziemię. Jak na niej zarobić? Wyselekcjonowaliśmy spółki, które już dziś są powiązane z rynkiem robotów humanoidalnych lub mogą być już za chwilę.
ForexClubPL
ForexClubPL
z
forexclub.pl
dodany: 11 godz. i 15 min temu
# tesla
# gielda
# inwestycje
# nasdaq
# nvidia
# uipath","['tesla', 'gielda', 'inwestycje', 'nasdaq', 'nvidia', 'uipath']",2025-10-15 08:45:12
Miejski pomykacz za 200 zł miesięcznie,https://wykop.pl/link/7811949/miejski-pomykacz-za-200-zl-miesiecznie,,"Czyli Leapmotor t03 . Obejrzyj krótką analizę.
Poludnik20
Poludnik20
z
streamable.com
dodany: 20 godz. i 14 min temu
# stellaris
# motoryzacja
# samochody
# samochodyelektryczne
# elektryki
# elektromobilnosc","['stellaris', 'motoryzacja', 'samochody', 'samochodyelektryczne', 'elektryki', 'elektromobilnosc']",2025-10-14 23:45:58
"PRZEZ 27 LAT NIKT NIE WIEDZIAŁ, ŻE ŻYJE",https://wykop.pl/link/7812137/przez-27-lat-nikt-nie-wiedzial-ze-zyje,,"Dramatyczna historia 42-letniej kobiety, którą przez długie lata przetrzymywano w małym pokoju. Od piętnastego roku życia była izolowana od ludzi i świata przez rodziców, którzy wszystkim tłumaczyli, że nastolatka zaginęła. Zaniedbaną i wycieńczoną odnaleziono przez przypadek.
sebpsx
sebpsx
z
youtube.com
dodany: 9 godz. i 35 min temu
# swietochlowice
# wiezienie","['swietochlowice', 'wiezienie']",2025-10-15 10:25:20
W tych miastach pracownicy mają najwyższe pensje. Nowa mapa zarobków w Polsce,https://wykop.pl/link/7812219/w-tych-miastach-pracownicy-maja-najwyzsze-pensje-nowa-mapa-zarobkow-w-polsce,,"Najwięcej ogłoszeń o pracy w trybach stacjonarnym i hybrydowym dotyczy zatrudnienia w Warszawie, ale to Kraków i Opole oferują najwyższe pensje. Mediana górnych widełek w tych miastach to nawet 30,2 tys. zł netto (+ VAT) na kontrakcie B2B. Początkujących za to najhojniej wynagradza Łódź.
nofluffjobs
nofluffjobs
z
se.pl
dodany: 8 godz. i 12 min temu
# praca
# polska
# rynekpracy
# wynagrodzenie","['praca', 'polska', 'rynekpracy', 'wynagrodzenie']",2025-10-15 11:48:09
